f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Artist,Place
86357218.201,78898582.406,52519328.143,66612663.462,48295007.013,48990232.701,60408599.983,14267414.173,52128766.387,60262148.108,60800891.674,41846935.563,75225819.364,86366896.051,38906524.185,27516862.041,24594145.627,46413993.915,63096108.926,80632683.153,35912873.79,15823537.191,90586189.229,80738534.506,42825962.119,20583387.208,13353807.079,41926613.725,73255018.825,61559028.781,47592717.605,26382829.916,59584329.263,25236638.683,83127518.569,53372661.259,26663638.306,50296067.534,47342399.589,96471628.039,71444866.059,65944609.931,63404475.671,82888068.182,11603995.056,73384185.511,40552394.155,32060831.184,90058410.938,69775564.759,0,0,1
86353711.346,78900741.817,52518203.261,66613348.722,48307379.372,48984835.411,60438910.072,14287438.467,52129545.74,60305167.718,60775796.702,41833497.348,75224940.743,86370436.929,38902800.804,27495655.361,24522287.936,46409338.274,62983896.855,80637721.768,35909277.012,15830682.382,90584354.116,80749740.455,42823961.671,20587644.492,13358344.197,41927164.392,73247008.312,61555139.649,47610787.439,26419322.353,59584642.529,25226046.636,83126357.345,53398960.18,26667385.284,50322833.94,47360506.174,96472406.665,71441379.69,65939010.026,63391656.691,82897828.218,11598557.797,73376567.153,40542272.454,32060603.222,90059241.897,69772227.783,0,0,1
86438181.29,78894447.861,52518917.417,66602853.467,48298859.544,48989293.892,60420598.401,14274416.845,52128140.458,60267817.376,60812827.194,41865920.644,75216843.234,86383038.536,38447138.445,27520054.868,24588264.043,46437292.002,63136506.008,80658385.913,35910506.384,15822229.41,90594509.468,80734199.244,42825715.134,20589133.24,13346500.18,41989015.713,73251466.852,61552787.699,47599935.277,26371848.626,59583895.118,25251409.115,83132350.184,53374706.104,26649141.692,50309987.761,47339157.025,96473156.123,71446241.689,65938655.232,63406558.505,82890084.167,11608780.389,73384488.723,40553819.077,32059674.505,90058377.74,69774280.949,0,0,1
86356536.337,78903199.136,52520125.131,66605176.925,48300059.866,48989670.249,60426214.203,14275503.08,52131107.008,60268166.224,60799073.383,41844465.46,75196791.875,86362613.638,38915257.536,27518622.844,24597719.602,46410811.376,63051707.911,80625498.202,36022785.851,15824848.514,90585430.045,80747586.184,42827763.854,20581432.965,13359555.994,41898968.995,73241108.713,61386839.611,47664231.037,26383322.744,59584298.453,25230824.951,83100253.157,53897887.611,26665865.392,50358563.641,47334646.302,96474706.28,71428003.219,65991271.665,63238139.104,82723111.052,11599249.066,73367998.643,40556273.616,32058851.89,90058549.138,69770413.931,0,0,1
86356665.001,78888536.202,52519332.078,66600441.75,48306053.028,48990369.22,60410082.309,14249428.078,52129552.375,60237699.771,60837610.924,41852621.04,75236688.996,86369064.544,38902960.589,27515883.503,24597812.892,46414698.868,62981324.974,80634112.037,35949448.529,15824307.23,90582095.442,80732248.864,42827413.951,20594184.622,13335056.118,41942296.136,73127274.799,61578910.625,47594823.158,26585126.41,59583523.465,25228946.008,83129384.765,53373385.967,26665831.079,50290102.306,47330531.246,96473454.835,71442589.691,65942332.635,63412831.773,82887864.862,11604751.01,73378202.995,40550128.257,32061236.104,90062721.269,69783600.111,0,0,1
86297995.474,78896496.612,52519067.231,66630107.696,48302235.56,48989957.977,60398126.011,14259029.811,52129134.696,60288758.178,60640555.804,41839066.075,75238891.608,86367891.531,38884774.006,27567754.665,24588788.331,46482296.011,62988724.081,80641665.545,35907806.795,15822074.806,90607521.84,80721382.737,42823281.947,20570939.254,13355121.619,41930103.616,73289072.438,61565208.365,47589784.784,26336112.06,59584243.908,25232848.239,83064389.41,53360918.056,26657579.506,50263190.382,47343149.745,96469879.487,71434948.789,65942291.714,63413590.147,82881731.272,11597657.215,73379422.246,40548902.786,32062475.835,90056624.191,69780884.931,0,0,1
86340834.474,78909431.691,52519399.273,66597716.219,48301126.929,48989875.532,60412864.864,14271049.652,52129534.062,60271516.313,60794050.429,41853523.276,75232907.37,86371122.791,38948668.415,27537224.699,24600915.865,46419814.335,63041568.317,80642079.387,35913661.655,15828352.841,90590507.975,80735437.809,42824755.309,20577253.176,13347819.586,41929167.027,73240397.51,61560229.807,47597399.124,26387892.043,59584575.871,25223148.812,83129244.995,53373765.428,26664900.061,50330143.857,47287812.541,96473469.962,71446809.94,65946068.392,63384194.714,82886730.633,11598280.435,73384810.124,40553515.597,32063323.839,90059369.365,69771972.139,0,0,1
86355827.432,78901986.074,52518924.575,66598213.863,48299006.931,48990149.693,60415430.822,14275101.957,52129877.67,60275152.846,60792424.976,41840594.452,75235437.175,86368325.681,38917018.806,27512431.997,24591063.888,46406391.171,63023365.521,80636267.664,35910344.661,15826659.443,90586229.402,80730348.633,42825751.561,20580160.437,13354677.969,41926678.998,73235920.757,61556136.002,47594691.758,26389824.729,59584526.949,25227387.279,83126703.477,53379336.897,26665836.684,50322570.718,47344516.466,96472930.969,71443821.412,65945845.713,63400020.636,82886274.173,11602182.032,73380898.361,40553004.133,32061184.605,90058686.613,69772713.894,0,0,1
86361175.464,78892518.053,52520562.886,66607155.055,48295989.923,48989625.123,60415229.381,14277514.18,52130198.736,60278723.824,60830420.333,41808711.8,75203195.328,86366106.11,38882312.808,27608078.759,24577111.628,46368475.5,63059923.827,80645233.536,35889571.805,15829284.095,90586038.743,80723980.306,42828957.873,20584940.535,13351263.605,41922219.586,73227914.101,61550603.642,47613150.786,26391751.512,59583902.635,25224753.198,83129063.571,53382194.504,26667766.715,50324743.469,47346097.887,96472755.74,71437585.502,65948638.254,63397256.0,82899791.887,11615135.711,73390563.43,40567213.573,32058794.36,90058574.832,69771604.143,0,0,1
86344734.299,78899614.909,52525265.168,66599492.123,48347492.923,48989677.818,60408200.766,14436500.622,52128696.55,60280584.944,60803080.637,41809235.845,75238220.937,86368363.12,38901819.023,27520276.481,24598876.753,46406096.804,63053029.046,80612060.539,35912136.196,15823516.115,90571925.153,80719774.941,42825303.27,20580726.732,13351214.442,41911725.658,73239543.661,61539525.851,47594420.872,26398100.747,59584305.039,25230281.75,83132509.878,53377566.541,26600717.937,50343264.778,47347316.741,96472118.934,71445394.243,65945955.604,63399853.778,82901046.521,11605056.067,73381791.511,40553790.993,31857605.06,90042232.682,69776806.928,0,0,1
86357668.021,78901354.686,52519458.15,66592817.275,48284880.305,48990135.646,60410079.451,14281599.187,52129744.376,60276560.68,60776980.282,41844960.055,75224370.147,86369443.396,38917543.885,27577566.567,24589599.755,46419710.388,63009892.431,80640925.947,35912985.041,15827014.9,90585976.898,80729145.997,42825784.361,20576978.047,13354714.576,41928823.908,73238988.166,61559641.719,47590386.902,26407006.625,59584524.306,25227257.048,83126337.047,53376373.495,26669064.675,50329165.756,47345526.652,96472827.963,71445638.975,65943300.906,63402496.026,82888555.916,11605855.418,73385199.681,40547015.631,32060843.317,90057897.817,69780074.313,0,0,1
86353225.969,78901933.849,52517741.635,66564715.938,48305311.104,48989915.62,60382954.372,14288191.105,52125374.875,60273786.161,60790036.803,41838395.892,75023035.694,86375003.004,38892639.264,27661424.955,24593927.466,46415522.754,63020589.254,80635766.762,35924279.97,15826082.273,90588745.387,80685514.97,42825643.293,20579319.999,13356467.531,41927807.39,73235800.324,61551903.773,47585536.29,26393635.181,59584618.838,25225465.025,83108853.248,53385973.104,26666858.424,50316593.744,47339665.682,96468462.263,71425870.247,65948110.647,63397109.61,82884792.942,11607415.878,73378835.511,40557458.021,32061498.524,90061625.161,69771037.383,0,0,1
86281270.235,78901756.251,52518351.315,66574112.701,47381506.036,48986661.636,60383044.249,14273114.678,52128809.662,60277511.864,60790211.1,41835512.214,75276887.388,86366212.854,38910517.776,27524733.992,24580108.512,46409042.82,63020097.804,80637978.613,35910836.67,15825101.776,90585957.048,80730031.965,42829022.696,20575628.066,13354744.976,41930166.836,73236973.62,61550176.915,47597136.409,26385807.039,59584486.066,25226602.399,83124188.398,53358898.313,26670788.465,50232726.696,47350504.349,96472980.722,71446002.836,65941434.953,63400673.83,82899725.441,11605500.824,73476335.648,40548385.576,32060396.642,90059620.757,69772345.085,0,0,1
86355539.306,78902286.133,52519761.627,66598497.982,48271853.543,48989646.485,60414156.626,14293381.282,52129984.33,60277658.695,60785676.861,41839470.138,75226009.112,86372226.779,38914702.404,27470734.087,24599868.947,46432328.117,63025872.033,80637922.167,35913517.719,15991139.301,90585318.589,80727400.013,42825567.226,20604825.302,13351980.406,41923118.133,73220382.455,61554007.431,47615690.529,26372138.431,59584727.098,25226359.088,83115921.376,53388991.64,26665900.824,51502144.91,47291404.282,96472620.678,71443016.116,65945613.865,63402833.172,82884747.382,11603178.497,73378266.407,40554135.352,32060495.242,90055726.81,69780263.493,0,0,1
86358850.008,78899061.758,52518614.112,66599131.115,48297557.643,48990302.2,60405347.801,14268994.334,52131097.995,60289543.069,60794553.535,41844916.925,75238397.073,86390442.758,38911505.867,27513008.491,24589595.001,46409844.822,63014981.314,80635681.687,35908218.301,15827341.811,90585592.318,80725206.056,42825831.787,20580421.198,13355742.712,41933355.332,73226648.063,61556266.848,47613482.474,26411004.893,59584537.163,25208621.293,82936195.502,53368414.125,26666331.21,50328419.344,47350987.552,96473280.46,71443210.498,65945446.849,63405294.961,82890156.253,11602811.612,73384972.018,40557926.677,32061658.573,90058977.093,69768963.313,0,0,1
86352446.853,78900308.693,52518878.748,66597804.922,48299317.941,48990162.644,60417274.959,14289342.501,52129293.392,60236461.735,60791596.793,41839732.216,75245131.292,86368665.467,38914176.054,27514669.572,24589187.759,46410381.094,63027091.009,80636322.8,35919062.75,15827502.672,90587035.694,80733367.257,42831515.227,20580031.852,13353304.463,41927374.728,73233012.865,61556670.033,47596734.664,26389922.494,59584594.139,25228392.869,83124916.791,53378326.306,26666103.773,50315532.882,47342180.727,96472873.764,71450325.085,65981087.188,63392535.48,82927127.904,11601116.403,73441839.897,40552140.858,32067924.735,90059554.863,69782086.183,0,0,1
86353702.492,78890380.395,52519271.637,66619716.502,48299695.153,48987976.275,60410049.675,14341095.026,52121549.865,60270669.576,60746382.213,41841209.711,75228724.318,86364833.545,38933849.292,27644482.709,24600542.706,46513854.575,63048706.706,80635015.256,35927794.011,15832453.012,90586670.64,80733062.717,42818286.348,20566957.009,13359208.931,41928649.317,73264296.401,61562873.314,47594610.376,26391454.149,59584753.858,25226958.632,83126302.695,53443381.859,26665621.283,50331538.673,47364486.6,96472951.345,71440304.135,65941588.291,63418702.811,82894371.446,11600177.457,73383292.187,40540964.809,31647005.915,90058995.93,69779819.283,0,0,1
86356339.091,78896790.404,52518350.639,66606899.959,48299326.414,48990159.971,60410003.913,14241075.29,52149827.882,60265081.908,60786355.384,41872684.223,75017894.407,86596210.727,38876362.099,27522990.157,24588031.618,46461066.602,63039124.826,80576609.82,35911432.006,15819741.43,90584643.965,80727984.505,42822652.359,20578799.911,13355647.629,41920349.623,73227125.971,61572365.091,47583042.006,26306311.67,59584787.251,25224304.171,83132359.36,53340821.666,27030622.531,50240428.925,47333528.642,96471988.155,71443036.097,65945474.651,63332469.86,82887289.581,11602783.917,73404515.417,40548426.693,32061624.391,90057252.528,69753512.821,0,0,1
86355421.17,78901671.272,52519811.262,66598545.302,48278976.488,48989719.481,60413966.079,14291696.826,52129984.53,60277757.218,60784981.352,41839342.632,75225884.669,86372374.213,38914516.547,27472499.318,24598330.279,46432465.85,63027759.259,80637499.637,35913215.371,16180278.047,90585174.857,80727105.907,42825560.595,20614952.775,13353695.044,41923876.309,73216697.23,61553965.739,47602496.001,26372029.403,59584720.803,25226259.328,83116529.503,53390220.15,26665917.864,51694019.485,47289379.273,96472606.387,71442926.936,65945619.036,63402781.144,82884901.252,11603313.788,73378289.612,40554142.935,32060444.344,90060429.75,69781412.078,0,0,1
86363553.636,78899293.728,52518379.22,66592068.041,48295337.239,48990220.645,60427495.665,14265087.794,52130915.521,60293733.495,60802987.464,41844765.388,75242303.154,86336921.732,38903859.687,27506128.592,24595375.85,46387439.085,62981609.852,80625783.192,35907637.062,15825636.255,90581852.518,80724441.822,42863038.608,20577201.582,13353331.844,41919589.509,73226191.243,61552998.388,47605415.747,26463018.712,59584660.642,25228206.933,83109091.488,53392927.896,26666288.495,50321542.048,47455818.375,96472147.674,71442639.018,65945784.678,63418590.226,82893834.674,11602695.552,73377151.751,40552924.614,32060299.668,90058432.338,69781974.741,0,0,1
86350289.258,78910944.306,52518708.34,66590579.624,48298410.118,48990206.127,60411818.161,14231283.327,52129184.266,60274079.758,60780894.169,41833373.131,75237033.475,86368673.176,38916649.366,27582361.182,24590964.627,46387515.089,63038213.147,80659369.663,35912062.54,15811593.872,90584668.674,80728723.364,42825611.55,20580887.953,13355017.105,41926126.498,73228083.282,61552733.078,47602091.281,26381067.786,59584541.922,25227846.933,83127433.482,53389407.134,26664731.086,50305617.834,47342437.634,96473236.47,71444069.577,65945052.927,63399901.403,82885277.27,11606842.826,73375079.635,40554965.951,32061218.183,90058306.503,69761252.871,0,0,1
86412808.007,78937053.032,52519723.288,66596286.7,48311334.46,48990261.419,60461256.525,14271186.123,52131477.502,60281576.858,60787985.817,41873694.839,75064702.598,86385837.817,38908792.257,27519808.711,24599463.896,46405874.287,62982098.604,80640209.536,35920722.038,15812688.764,90616579.012,80721681.383,42829545.866,20584850.422,13350270.622,41911074.505,73172240.916,61578687.738,47592764.647,26362957.256,59583140.538,25228673.845,83088347.024,53384612.814,26664007.219,53861481.621,47378105.316,96472573.38,71437507.93,65934172.467,63382494.931,82877743.627,11599055.496,73415319.452,40552833.185,32061425.237,90057794.033,69771579.586,0,0,1
86356783.797,78900301.929,52517961.207,66613755.646,48290718.596,48990292.753,60419526.008,14278456.043,52130750.99,60265749.676,60768548.116,41844480.733,75235767.479,86370924.637,38916945.942,27509251.76,24595337.791,46157445.717,63019609.327,80628926.75,35910157.819,15826530.077,90587613.342,80721638.929,42825839.601,20580360.497,13355226.568,41929380.365,73223480.199,61558941.568,47596261.45,26370597.689,59584542.579,25227789.677,83115890.476,53369524.09,26669274.463,50331018.842,47358275.485,96472212.806,71444294.035,65946767.996,63404450.59,82884080.963,11596717.546,73422430.695,40551273.099,32061533.714,90058763.676,69747562.297,0,0,1
86342951.528,78921448.649,52518425.732,66594552.327,48299527.328,48990095.389,60409608.692,14269651.261,52131142.366,60278027.813,60790240.894,41841321.391,75252983.268,86377935.911,38913027.669,27504108.367,24593928.746,46411343.941,63037890.029,80527769.9,35910559.782,15828676.471,90585634.354,80728517.638,42825697.299,20585342.692,13355994.444,41926893.384,73204614.966,61549739.19,47586286.146,26458368.53,59608335.588,25226298.98,83123544.192,53375385.696,26665825.662,50322093.501,47351383.519,96476963.712,71444615.159,65946186.398,63396301.235,82884200.974,11602123.836,73383611.123,40552333.218,32061050.073,90059016.422,70035173.248,0,0,1
86353072.886,78899652.013,52519159.578,66576083.807,48262475.381,48990146.265,60442007.763,14313341.533,52123602.98,60230154.787,60847955.229,41838358.583,75485605.513,86370859.462,38911666.429,27519387.685,24594207.108,46442630.235,62842045.5,80651617.534,35903740.011,15841927.439,90585639.088,80741684.189,42831145.857,20579851.905,13353549.505,41926513.777,73274011.188,61558053.268,47631203.89,26341876.227,59583988.282,25224767.218,83130031.635,53353934.456,26674531.995,50308536.37,47341523.883,96473108.254,71444518.661,65970381.152,63395463.965,82892340.349,11602574.678,73376042.369,40554355.82,32077573.695,90059535.514,69787316.843,0,0,1
86355827.431,78901986.075,52518924.611,66598213.812,48299021.623,48990149.692,60415430.822,14275101.94,52129877.673,60275152.878,60792425.163,41840594.454,75235437.175,86368325.689,38917018.796,27512431.991,24591063.201,46406390.712,63023364.859,80636268.098,35910344.723,15826659.443,90586229.407,80730348.638,42825751.579,20580160.452,13354677.973,41926678.998,73235920.725,61556136.105,47594691.779,26389827.01,59584526.949,25227387.279,83126703.568,53379336.902,26665836.661,50322570.752,47344516.465,96472930.966,71443821.406,65945845.667,63400020.636,82886274.221,11602182.031,73380898.38,40553004.14,32061184.605,90058686.612,69772713.894,0,0,1
86362625.036,78899620.889,52516625.565,66613298.205,48295697.966,48989999.73,60411603.345,14263343.784,52128393.233,60272447.72,61305353.394,41855630.89,75234430.009,86366318.467,38903923.609,27526685.58,24588866.1,46270962.176,62995982.011,81136847.72,35911145.783,15825956.087,90580829.656,80730071.716,42825475.67,20581261.766,13354775.614,41925821.197,73239976.356,61561248.301,47573202.317,26397632.827,59584573.52,25227774.182,83121107.855,53377354.943,26660377.078,50321152.061,47339653.766,96473571.928,71440377.14,65941768.01,63347599.401,82888773.8,11601899.574,73367155.502,40554413.18,32061614.965,90059817.748,69782967.693,0,0,1
86359879.602,78912071.835,52519129.469,66612496.57,48314844.055,48990220.728,60413795.427,14273522.272,52130127.838,60246761.486,60807981.268,41843228.904,75232808.416,86378232.07,38912712.18,27519413.385,24593460.28,46412013.582,63031991.788,80628741.999,35913083.62,15825813.119,90600809.52,80731483.515,42824004.544,20579014.683,13353196.468,41929908.967,73244619.273,61559627.001,47594683.375,26398864.892,59584923.072,25224602.344,83127468.409,53383562.461,26665507.546,50310742.499,47341086.691,96473584.372,71445300.509,65942587.065,63407298.939,82886954.388,11595847.77,73383042.37,40555238.529,32060767.098,90058781.314,69809662.002,0,0,1
86354492.193,78911028.976,52518928.113,66592535.011,48298680.935,48990258.607,60424096.397,14223730.419,52132723.732,60277830.638,60800305.259,41852840.001,75286500.588,86370707.424,38918608.163,27502473.319,24591713.545,46354340.049,63031798.868,80636175.442,35915110.009,15830688.004,90636375.502,80730917.296,42826057.946,20557718.931,13353635.344,41922701.071,73198591.529,61457638.173,47599054.469,26296574.657,59584944.724,25225611.011,83147589.965,53371758.806,26666237.88,50390869.91,47351973.753,96474801.964,71447232.253,65954127.539,63383654.125,82879029.512,11596980.574,73380220.083,40551712.947,32062747.499,90058489.763,69777458.464,0,0,1
86331355.516,78913359.484,52521208.768,66644252.455,48348640.545,48990394.212,60436962.41,14274806.229,52130567.29,60272637.291,60689658.596,41818087.255,75229913.091,86365168.874,38930439.823,27819405.136,24466346.604,46593081.251,63069405.181,80633719.821,35905510.21,15777577.29,90588443.619,80722390.92,42825096.475,20580377.367,13354187.333,41928915.171,73257857.031,61549058.44,47590842.271,26381787.408,59584574.08,25226135.371,83166892.136,53414384.975,26669400.849,48331030.636,47346202.101,96474723.433,71441784.908,65935291.624,63365245.472,82884583.355,11604592.103,73383272.494,40553835.808,32060930.57,90062621.076,69770410.955,0,0,1
86347319.329,78906081.355,52519901.946,66581894.496,48302349.979,48990402.003,60407601.603,14269331.696,52144828.666,60272773.309,60792790.916,41829241.912,75233041.55,86369633.84,38909087.905,27483819.568,24600606.756,46427520.553,62953472.935,80640467.491,35906328.308,15824395.011,90586114.589,80792677.463,42830642.643,20581631.186,13368417.784,41950840.746,73147233.741,61558625.516,47596498.43,26377264.523,59583588.497,25224970.37,83128147.946,53355887.224,26666180.982,50621315.66,47343806.273,96471467.501,71445049.532,65935030.692,63612582.364,82888039.965,11604631.053,73380500.418,40553218.576,32060693.235,90059112.209,69752332.154,0,0,1
86391298.6,78900120.454,52520101.501,66592793.135,48298303.131,48990545.633,60448866.889,14264197.903,52128656.782,60273244.497,60831695.361,41830889.111,75242024.708,86368857.472,38926137.231,27369273.723,24601101.88,46423402.084,62991453.433,80642037.583,35914946.796,15827572.695,90586972.924,80733827.219,42824297.22,20571661.617,13346212.223,41921698.124,73222178.941,61543101.182,47597359.23,26383352.245,59584647.676,25230283.11,83139121.387,53380292.049,26608521.61,50313773.127,47355663.199,96451035.02,71443348.454,65939040.94,63407034.495,82921510.493,11595482.958,73392350.027,40550424.66,32099699.864,90062494.058,69765457.811,0,0,1
86351475.476,78902787.267,52518911.684,66599116.238,48297595.418,48990037.508,60410321.246,14276504.114,52130540.598,60272309.253,60789522.159,41832556.964,75234737.863,86378353.319,39021278.089,27511999.561,24600554.682,46402187.869,63001940.577,80635871.736,35905887.383,15827369.824,90586448.887,80728351.193,42822365.078,20577185.835,13354540.879,41925538.025,73238535.167,61559482.782,47594495.187,26390282.74,59584326.5,25226211.146,83128831.974,53375876.326,26665507.94,50330049.464,47346789.662,96472663.553,71435655.884,65943047.518,63396498.236,82869479.084,11604820.61,73383516.935,40762001.976,32061275.248,90057507.28,69774009.746,0,0,1
86354820.68,78900668.417,52511772.965,66597489.075,48296562.193,48990187.693,60465675.266,14273641.439,52127638.941,60284956.746,60797211.202,41810382.21,75230477.846,86366053.866,38864330.205,27495911.481,24627645.437,46422469.95,63087455.744,80635235.879,36135892.124,15825700.254,90574745.762,80744554.965,42826095.653,20592606.791,13355238.705,41919090.972,73459653.71,61570847.146,47607762.815,26338612.849,59585066.41,25225724.518,83116142.903,53387642.609,26666687.279,50333177.632,47342708.914,96476458.18,71446116.834,65947381.588,63390616.251,82881435.297,11599734.545,73434407.66,40566255.923,32066808.011,90058315.292,69818390.848,0,0,1
86362974.721,78895996.863,52518747.948,66594504.811,48288123.158,48990453.438,60415277.946,14283749.794,52128386.653,60292635.213,60792044.213,41836686.803,75255293.991,86363200.494,38937316.018,27509576.709,24595701.505,46415021.159,63230472.552,80639788.834,35904607.96,15824522.157,90576149.253,80729771.082,42826181.874,20581341.344,13354517.182,41925748.483,73211561.084,61558397.906,47594906.985,26407269.575,59585189.958,25210071.066,83129105.425,53391310.242,26663557.45,50307674.446,47340390.057,96470740.827,71445189.065,65935769.207,63401693.84,82886537.189,11618794.516,73381230.699,40550419.98,32061290.222,90057936.122,69769791.787,0,0,1
86354570.387,78904446.279,52519087.821,66597599.666,48300003.928,48990100.437,60418460.418,14267059.139,52127080.192,60283809.849,60791702.527,41841882.2,75233931.328,86368953.987,38919373.158,27506330.406,24562646.314,46416435.418,63025475.014,80636325.784,35910189.566,15827686.422,90586739.18,80732455.359,42825716.133,20576172.574,13357401.723,41935331.465,73210717.467,61557312.877,47593798.546,26390382.532,59584458.573,25225512.075,83132681.298,53384369.553,26666280.919,50312716.12,47342324.558,96472199.706,71451568.021,65956279.954,63394843.594,82888165.257,11600740.106,73375657.387,40557562.7,32060997.262,90059219.201,69768056.787,0,0,1
86346035.73,78932578.803,52517125.635,66608432.08,48294519.466,48989963.422,60415406.924,14272782.601,52129967.041,60276388.966,60794545.739,41851615.12,75237221.959,86378216.554,38923330.974,27486168.418,24589818.268,46408032.849,63089378.086,80619348.278,35910258.124,15828087.186,90586614.039,80737791.9,42818533.546,20580766.005,13352311.484,41927539.859,73234803.103,61549164.293,47597289.111,26349547.576,59581917.218,25228708.363,83116030.552,53393195.527,26698612.402,50319641.724,47332383.922,96472776.808,71450875.846,65948026.309,63385630.844,82884797.178,11599254.719,73388501.249,40562668.074,32061358.444,90058995.959,69785091.665,0,0,1
86355299.753,78899105.038,52519169.365,66599083.076,48295018.851,48990225.392,60415067.697,14271364.131,52129603.175,60267697.334,60798895.904,41841552.82,75237323.794,86366470.622,38916363.518,27508684.059,24591323.435,46403735.9,63009062.307,80667029.982,35900072.359,15826181.609,90584629.194,80729670.998,42826048.981,20578907.861,13355509.535,41925837.382,73230342.82,61554729.745,47584356.381,26383184.84,59584193.994,25226701.685,83127280.232,53382947.333,26666591.943,50321989.488,47361993.464,96472817.247,71445420.839,65950204.054,63401146.506,82889022.818,11608888.523,73383898.063,40552036.149,32058810.295,90058699.745,69767647.669,0,0,1
86627424.041,78900014.456,52519013.65,66592891.405,48303996.308,48990159.378,60414979.079,14276438.856,52127123.959,60271967.909,60792699.003,41854522.931,75286388.794,86563324.953,38895139.203,27545203.823,24597680.659,46428466.2,63065697.656,80633883.586,35907641.004,15821399.381,90587389.73,80735429.244,42825881.168,20580189.384,13353975.41,41927200.577,73239897.076,61556248.637,47593848.771,26390118.304,59584582.52,25222893.147,83122849.694,53387378.16,26666290.29,50094769.828,47346015.679,96473208.565,71436575.339,65945457.371,63398268.024,82888524.314,11625130.517,73384998.905,40552002.01,32062739.472,90058783.685,69763138.596,0,0,1
86357599.95,78898356.247,52519056.102,66597592.27,48306635.532,48990150.386,60410782.9,14262077.377,52130369.953,60286047.285,60795925.03,41843891.834,75216317.967,86352822.304,38898356.949,27513982.699,24591546.731,46411627.478,62856150.063,80636621.669,35909777.62,15826510.453,90586080.33,80710347.271,42823393.974,20577838.424,13346716.746,41928736.876,73239882.133,61555608.406,47617027.585,26382929.224,59584432.214,25224435.068,83127484.83,53374322.067,26665903.572,50328421.328,47344878.725,96473671.296,71444564.537,65945758.702,63403257.102,82885217.861,11603355.017,73380463.583,40552452.501,32060754.441,90058274.677,69775968.236,0,0,1
86352634.233,78897980.24,52516721.444,66601243.262,48292018.09,48990041.307,60412837.356,14236771.078,52129656.749,60265573.034,60803447.83,41932954.332,75229682.465,86364302.806,38910190.896,27521203.139,24594954.567,46475581.876,63009522.413,80632193.631,35910388.846,15820206.439,90586483.997,80728119.413,42828327.083,20541515.444,13353920.116,41918401.092,73385376.136,61566637.61,47591413.628,26374037.448,59584542.149,25233391.549,83128401.877,53851535.489,26669865.582,50416889.497,47342228.143,96482550.754,71441027.79,65940808.489,63399504.51,82890412.314,11621720.264,73386308.537,40550690.994,32060780.031,90058421.628,69779078.358,0,0,1
86354276.792,78892920.497,52519852.191,66596030.67,48308665.889,48990375.417,60410317.557,14157002.27,52133551.925,60281998.615,60785550.232,41826714.161,75403562.193,86368333.797,38927079.465,27432202.305,24594479.975,46391989.422,63052133.498,80634857.708,35913296.8,15827398.654,90586620.021,80709290.708,42825932.757,20580346.641,13355153.498,41929579.514,73239512.285,61541754.512,47602795.103,26369138.2,59584100.368,25232016.752,83591189.394,53388977.151,26669179.92,50338121.248,47345374.592,96472915.459,71449874.009,65968751.712,63384417.286,82886215.767,11603394.911,73310331.893,40551669.475,32060934.605,90058819.94,69781819.809,0,0,1
86376180.375,78901737.106,52530900.115,66598222.874,48283102.852,48990387.752,60466166.503,14271191.556,52132589.063,60308129.077,60817456.474,41853847.168,75247957.234,86391173.838,38901529.227,27490733.912,24598765.482,46382751.641,63058204.04,80634423.85,35899770.172,15827875.199,90582148.635,80748021.076,42829899.72,20580819.68,13357457.332,41900721.602,73227037.565,61505087.574,47608905.432,26405603.16,59584393.511,25225101.359,83194773.221,53338074.929,26665674.808,50320038.014,47342174.063,96472267.951,71440193.268,65944897.323,63412657.881,82888153.427,11604236.049,73372528.625,40552454.214,31993961.088,90059464.789,69807342.863,0,0,1
86357916.273,78898993.187,52520588.959,66618874.38,48292698.659,48990265.669,60404898.25,14263191.501,52128068.747,60263410.141,60804129.121,41849920.908,75221428.977,86369382.46,38901670.633,27519114.937,24596200.707,46424128.883,63077524.219,80634172.661,35913990.05,15822148.716,90586504.509,80738890.675,42826038.385,20588122.241,13353570.121,41927861.041,73258720.923,61560882.086,47591730.062,26375825.881,59584266.92,25233145.841,83128367.729,53369869.648,26662683.969,50293410.147,47341639.744,96471746.0,71445166.432,65943811.484,63406337.854,82887554.48,11605239.182,73385613.987,40551550.059,32060437.895,90058251.86,69777253.233,0,0,1
86342432.579,78925484.97,52519832.185,66607454.475,48303115.021,48990177.729,60408551.212,14278051.836,52128253.764,60273856.463,60763360.771,41851845.406,75228148.731,86368913.225,38898836.502,27534588.171,24623185.588,46343644.803,62919474.637,80636857.376,35913668.032,15826208.082,90584110.366,80729300.781,42826119.966,20592719.826,13349008.824,41927896.292,73369270.003,61554645.106,47593211.756,26414669.424,59583499.308,25232835.044,83130366.407,53366645.344,26669812.608,50346237.694,47348403.34,96471121.579,71448338.653,65944772.456,63391441.281,82876904.505,11600793.377,73385549.839,40559566.332,32060064.141,90057224.125,69785180.822,0,0,1
